id,source node,generated timestamp,complete,main chain arrival timestamp,finalization timestamps
b60099d307,19,1.9352432149863017,True,5.000199811338608,75.41629997790822;95.90224270888272;149.40347660836724;8.870963528239791;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
e5a6bf61e5,61,2.0686971533051532,True,5.000199811338608,75.41629997790822;95.90224270888272;149.40347660836724;8.870963528239791;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
38eb895271,82,2.9086016945053985,True,5.000199811338608,75.41629997790822;95.90224270888272;149.40347660836724;8.870963528239791;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
2f1128337e,23,4.592418683429649,True,5.000199811338608,75.41629997790822;95.90224270888272;149.40347660836724;8.870963528239791;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
459e07533c,38,4.678120925389471,True,5.000199811338608,75.41629997790822;95.90224270888272;149.40347660836724;8.870963528239791;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
206fee32a7,89,5.010086077169326,True,7.166912374837539,75.41629997790822;95.90224270888272;149.40347660836724;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
cc38578065,98,5.33930887925768,True,7.166912374837539,75.41629997790822;95.90224270888272;149.40347660836724;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
020d212a18,57,6.679219089170098,True,7.166912374837539,75.41629997790822;95.90224270888272;149.40347660836724;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
46e82fa382,42,6.879336289508753,True,7.166912374837539,75.41629997790822;95.90224270888272;149.40347660836724;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
4bec7cad12,40,7.055049436041615,True,7.166912374837539,75.41629997790822;95.90224270888272;149.40347660836724;184.90983178538386;108.32395676755253;67.3500648814706;89.2098180174053;115.26948417510636;195.68186633278853;175.9071276336429;170.536675728764;58.81172819846921;29.894982101107725;188.4620338065721;193.79818193824616;160.25294791984848;194.45617356594116;84.1503709255844;178.86903897513332;17.577370594172976;206.39686040452096;64.77429366599858;162.38414094132486;148.9889808316655;215.1100098240338;121.24604988930362;154.0496227526047;41.15326340310154;48.32213285893929;68.07999367621109;54.04951654895033;156.17170476393466;107.10300148795272;100.59868119201535;22.60917983993815;109.58443190883175;103.89648217730497;26.303889996356663;135.32465639823536;114.08512512572597;83.36044054086824;11.963239611809938;183.70015015319547;212.16623605021516;115.99247135221937;126.26359475653992;201.07331317615788;167.41158419718428;142.5639716258248
